CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,UNIFAMAZ,Belém,PA,4,82,156,centro universitario metropolitano da amazonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4452,CENTRO UNIVERSITÁRIO ANHANGUERA DE MARABÁ,,Marabá,PA,4,44,19,centro universitario anhanguera de maraba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4460,FACULDADE DOM PEDRO II DE TECNOLOGIA,FDP II Tec,Salvador,BA,4,3,4,faculdade dom pedro ii de tecnologia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,FACULDADE PASCHOAL DANTAS,FPD,São Paulo,SP,5,4,10,faculdade paschoal dantas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,,Jaraguá do Sul,SC,4,41,6,faculdade anhanguera jaragua do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,FATEC-IVAI,Ivaiporã,PR,4,9,30,faculdade de tecnologia do vale do ivai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,FACULDADES INTEGRADAS CAMPO-GRANDENSES,FIC,Rio de Janeiro,RJ,5,2,13,faculdades integradas campo grandenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Cruz das Almas,BA,1,749,266,universidade federal do reconcavo da bahia,195,0,0,1,0,4,2,0,0,0,0,0,0,0,4,0,0,0,118,30,0,18,0,2,0,0,0,0,3,0,13,0,0,0,0
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Dourados,MS,1,554,89,fundacao universidade federal da grande dourados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,FACULDADE REGIONAL PALMITOS,FAP,Palmitos,SC,4,1,8,faculdade regional palmitos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Lins,SP,5,95,136,centro universitario catolico salesiano auxilium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,CENTRO UNIVERSITÁRIO DE MACEIÓ,UNIMA,Maceió,AL,4,92,117,centro universitario de maceio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531,FACULDADE ADVENTISTA DA BAHIA,FADBA,Cachoeira,BA,5,30,57,faculdade adventista da bahia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4532,FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE,,Campo Grande,MS,5,1,5,faculdade de tecnologia senai campo grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,Cajazeiras,PB,4,18,55,faculdade sao francisco da paraiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,FACULDADE HERRERO,FATEC,Curitiba,PR,4,15,29,faculdade herrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,ESTÁCIO FATERN,Natal,RN,4,12,62,estacio fatern  faculdade estacio do rio grande do norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,FACULDADE CENTRO MATO-GROSSENSE,,Sorriso,MT,5,6,19,faculdade centro mato grossense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4586,FACULDADE UNIBRAS DO NORTE GOIANO,FACBRAS,Porangatu,GO,4,20,9,faculdade unibras do norte goiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4588,FACULDADE APOGEU,APOGEU,Brasília,DF,4,3,9,faculdade apogeu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4594,FACULDADE CATÓLICA DE RONDONIA,FCR,Porto Velho,RO,5,16,28,faculdade catolica de rondonia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596,FACULDADE REGES DE RIBEIRÃO PRETO,,Ribeirão Preto,SP,5,10,21,faculdade reges de ribeirao preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,FACULDADE FUTURA,,Votuporanga,SP,5,32,23,faculdade futura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,,Joinville,SC,5,2,2,faculdade de tecnologia assessoritec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4613,Centro Universitário FAEMA,UNIFAEMA,Ariquemes,RO,4,9,38,centro universitario faema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,FACULDADE ANHANGUERA DE CAXIAS DO SUL,,Caxias do Sul,RS,4,49,20,faculdade anhanguera de caxias do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,FACULDADE IDEAU DE CAXIAS DO SUL,IDEAU,Caxias do Sul,RS,4,8,11,faculdade ideau de caxias do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,Faculdade IDEAU de Passo Fundo,IDEAU,Passo Fundo,RS,4,19,31,faculdade ideau de passo fundo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,,São José dos Campos,SP,4,82,64,faculdade anhanguera de sao jose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,FACULDADE ANHANGÜERA DE SOROCABA,FSO,Sorocaba,SP,4,69,55,faculdade anhanguera de sorocaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,FACULDADE ANHANGÜERA DE PIRACICABA,,Piracicaba,SP,4,66,46,faculdade anhanguera de piracicaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,FACULDADE UNIBF,,Paraíso do Norte,PR,4,2,13,faculdade unibf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4674,FACULDADE PORTO DAS ÁGUAS,FAPAG,Porto Belo,SC,4,0,0,faculdade porto das aguas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,FACULDADE NOROESTE,FAN,Goiânia,GO,4,11,15,faculdade noroeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,FACULDADE NOVA ROMA,FNR,Recife,PE,4,5,31,faculdade nova roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Recife,PE,4,100,131,centro universitario brasileiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,Faculdade de Ensino Regional Alternativa,FERA,Arapiraca,AL,4,0,0,faculdade de ensino regional alternativa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,Juiz de Fora,MG,4,5,28,faculdades integradas vianna junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,FACIC,Cruzeiro,SP,5,10,21,faculdade de ciencias humanas do estado de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,FACULDADE MESSIANICA,,São Paulo,SP,5,7,5,faculdade messianica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4732,Faculdade de Tecnologia e Inovação Senac DF,,Brasília,DF,5,8,23,faculdade de tecnologia e inovacao senac df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,Faculdade Uninassau Olinda - Nassau Olinda,,Olinda,PE,5,21,59,faculdade uninassau olinda  nassau olinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747,FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE,FARJ,Riachão do Jacuípe,BA,4,3,8,faculdade regional de riachao do jacuipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751,CENTRO UNIVERSITÁRIO UNIFATECIE,UNIFATECIE,Paranavaí,PR,4,50,107,centro universitario unifatecie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,FACULDADE ALFA UMUARAMA,ALFA,Umuarama,PR,4,9,25,faculdade alfa umuarama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4766,Centro Universitário UNA de Contagem,,Contagem,MG,4,51,44,centro universitario una de contagem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Belo Horizonte,MG,4,13,21,faculdade kennedy de belo horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,FACISA,Unaí,MG,4,4,14,faculdade de ciencias da saude de unai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,FACULDADE CDL,,Fortaleza,CE,5,5,32,faculdade cdl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,Porto Velho,RO,1,157,257,instituto federal de educacao ciencia e tecnologia de rondonia,104,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22,72,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Palmas,TO,1,195,269,"instituto federal de educacao, ciencia e tecnologia do tocantins",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,FACULDADE DE TECNOLOGIA CENTEC - CARIRI,CENTEC,Juazeiro do Norte,CE,5,5,7,faculdade de tecnologia centec  cariri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,Faculdades Integradas Vale do Rio Verde,FIVAR,Itararé,SP,4,2,11,faculdades integradas vale do rio verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,FACULDADE ANTÔNIO MENEGHETTI,AMF,Restinga Sêca,RS,4,39,57,faculdade antonio meneghetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,,Taubaté,SP,5,0,8,faculdade de tecnologia senai felix guisard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO,,Osasco,SP,5,2,7,faculdade de tecnologia senai nadir dias de figueiredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,,São Carlos,SP,5,2,2,faculdade de tecnologia senai antonio adolpho lobbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4821,FACULDADE PROMINAS DE MONTES CLAROS,PROMINAS,Montes Claros,MG,4,2,2,faculdade prominas de montes claros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,FACULDADE ANHANGÜERA DE CAMPINAS,,Campinas,SP,4,90,75,faculdade anhanguera de campinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4829,ESCOLA SUPERIOR DE ARTES CÉLIA HELENA,,São Paulo,SP,5,11,9,escola superior de artes celia helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4846,Centro Universitário Vértice,UNIVÉRTIX,Matipó,MG,4,20,42,centro universitario vertice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4847,FACULDADE CATÓLICA DO RIO GRANDE DO NORTE,,Mossoró,RN,5,14,37,faculdade catolica do rio grande do norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Araguaína,TO,4,27,31,centro universitario tocantinense presidente antonio carlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858,ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE,ESSA,Arcoverde,PE,7,15,28,escola superior de saude de arcoverde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863,FACULDADE ANHANGUERA DE POÇOS DE CALDAS,,Poços de Caldas,MG,4,55,35,faculdade anhanguera de pocos de caldas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,FACULDADE ANHANGUERA DE SÃO LUIZ,,São Luís,MA,4,73,91,faculdade anhanguera de sao luiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,FACULDADE ANHANGUERA DE GUARAPARI,,Guarapari,ES,4,41,9,faculdade anhanguera de guarapari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,,Itapecerica da Serra,SP,4,40,19,faculdade anhanguera de itapecerica da serra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889,FACULDADE CONECTADA FACONNECT,FACONNECT,Conchas,SP,4,3,6,faculdade conectada faconnect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4901,Centro Universitário FASIPE,,Sinop,MT,4,11,54,centro universitario fasipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,FACULDADE BATISTA PIONEIRA,,Ijuí,RS,5,7,6,faculdade batista pioneira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910,FACULDADE DO TRABALHO,FATRA,Uberlândia,MG,4,18,10,faculdade do trabalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,FACULDADE ESTÁCIO DE CASTANHAL,ESTÁCIO CASTANHAL,Castanhal,PA,4,37,75,faculdade estacio de castanhal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,FACULDADE INTEGRADA DAS CATARATAS eJOVEM,eJOVEM,Foz do Iguaçu,PR,4,2,5,faculdade integrada das cataratas ejovem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4925,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Santo André,SP,1,810,0,fundacao universidade federal do abc,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4926,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,FATECPG,Praia Grande,SP,2,20,44,faculdade de tecnologia de praia grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4938,FACULDADE CLARETIANA DE TEOLOGIA,,Curitiba,PR,5,15,3,faculdade claretiana de teologia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,STRONG BUSINESS SCHOOL BS,,Santos,SP,5,12,11,strong business school bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4945,FACULDADES IPEDE,,Parnaíba,PI,4,0,0,faculdades ipede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,FACULDADE ANHANGUERA DE FEIRA DE SANTANA,,Feira de Santana,BA,4,39,17,faculdade anhanguera de feira de santana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Sete Lagoas,MG,5,53,90,centro universitario de sete lagoas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,Centro Universitário de Ciências e Tecnologia do Maranhão,UniFacema,Caxias,MA,4,23,35,centro universitario de ciencias e tecnologia do maranhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,Centro Universitário Itop,UNITOP,Palmas,TO,4,13,42,centro universitario itop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,FACULDADE IBRA DE TECNOLOGIA,FACULDADE FITEC,São José dos Campos,SP,4,0,7,faculdade ibra de tecnologia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,FTC SERTÃO CENTRAL,Quixeramobim,CE,5,6,6,faculdade de tecnologia centec  sertao central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,Faculdade Educamais,EDUCA+,São Paulo,SP,4,3,26,faculdade educamais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,"Faculdade Ágora - Administração, Educação e Cultura",FAAEC,Curitiba,PR,4,0,3,"faculdade agora  administracao, educacao e cultura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,FACULDADES FAMEP,FAMEP,São Pedro do Piauí,PI,4,2,3,faculdades famep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA,FAETERJ-Rio,Rio de Janeiro,RJ,2,9,8,faculdade de educacao tecnologica do estado do rio de janeiro fernando mota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ PETRÓPOLIS,Petrópolis,RJ,2,6,8,faculdade de educacao tecnologica do estado do rio de janeiro  faeterj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT,ISEPAM,Campos dos Goytacazes,RJ,2,7,13,instituto superior de educacao professor aldo muylaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ S ANT. PÁDUA,Santo Antônio de Pádua,RJ,2,4,5,faculdade de educacao tecnologica do estado do rio de janeiro  faeterj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ ITAPERUNA,Itaperuna,RJ,2,3,4,faculdade de educacao tecnologica do estado do rio de janeiro  faeterj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,Faculdade Unina,,Curitiba,PR,4,11,24,faculdade unina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Blumenau,SC,1,402,244,"instituto federal de educacao, ciencia e tecnologia catarinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ,FACIMAB,Marabá,PA,4,4,2,faculdade de ciencias sociais aplicadas de maraba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,FACULDADE DE TECNOLOGIA PAULISTA,,Lupércio,SP,4,0,1,faculdade de tecnologia paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
